2020-01-02	Thursday	20	회	11	맑음 추움
2020-01-02	Thursday	21	돈까스/일식	6	맑음 추움
2020-01-02	Thursday	21	분식	36	맑음 추움
2020-01-02	Thursday	21	아시안/양식	4	맑음 추움
2020-01-02	Thursday	21	야식	20	맑음 추움
2020-01-02	Thursday	21	족발/보쌈	25	맑음 추움
2020-01-02	Thursday	21	중식	8	맑음 추움
2020-01-02	Thursday	21	찜탕	5	맑음 추움
2020-01-02	Thursday	21	치킨	117	맑음 추움
2020-01-02	Thursday	21	카페/디저트	41	맑음 추움
2020-01-02	Thursday	21	패스트푸드	20	맑음 추움
2020-01-02	Thursday	21	피자	30	맑음 추움
2020-01-02	Thursday	21	한식	24	맑음 추움
2020-01-02	Thursday	21	회	6	맑음 추움
2020-01-02	Thursday	22	돈까스/일식	1	맑음 추움
2020-01-02	Thursday	22	분식	35	맑음 추움
2020-01-02	Thursday	22	아시안/양식	3	맑음 추움
2020-01-02	Thursday	22	야식	12	맑음 추움
2020-01-02	Thursday	22	족발/보쌈	25	맑음 추움
2020-01-02	Thursday	22	중식	5	맑음 추움
2020-01-02	Thursday	22	찜탕	6	맑음 추움
2020-01-02	Thursday	22	치킨	93	맑음 추움
2020-01-02	Thursday	22	카페/디저트	14	맑음 추움
2020-01-02	Thursday	22	패스트푸드	13	맑음 추움
2020-01-02	Thursday	22	피자	21	맑음 추움
2020-01-02	Thursday	22	한식	9	맑음 추움
2020-01-02	Thursday	22	회	7	맑음 추움
2020-01-02	Thursday	23	돈까스/일식	2	맑음 추움
2020-01-02	Thursday	23	분식	8	맑음 추움
2020-01-02	Thursday	23	야식	11	맑음 추움
2020-01-02	Thursday	23	족발/보쌈	15	맑음 추움
2020-01-02	Thursday	23	중식	5	맑음 추움
2020-01-02	Thursday	23	치킨	70	맑음 추움
2020-01-02	Thursday	23	카페/디저트	1	맑음 추움
2020-01-02	Thursday	23	패스트푸드	10	맑음 추움
2020-01-02	Thursday	23	피자	26	맑음 추움
2020-01-02	Thursday	23	한식	10	맑음 추움
2020-01-02	Thursday	23	회	8	맑음 추움
2020-01-03	Friday	0	분식	9	맑음 추움
2020-01-03	Friday	0	야식	3	맑음 추움
2020-01-03	Friday	0	족발/보쌈	10	맑음 추움
2020-01-03	Friday	0	치킨	41	맑음 추움
2020-01-03	Friday	0	카페/디저트	3	맑음 추움
2020-01-03	Friday	0	피자	4	맑음 추움
2020-01-03	Friday	0	한식	5	맑음 추움
2020-01-03	Friday	0	회	2	맑음 추움
2020-01-03	Friday	1	분식	2	맑음 추움
2020-01-03	Friday	1	야식	3	맑음 추움
2020-01-03	Friday	1	족발/보쌈	5	맑음 추움
2020-01-03	Friday	1	찜탕	2	맑음 추움
2020-01-03	Friday	1	치킨	29	맑음 추움
2020-01-03	Friday	1	카페/디저트	2	맑음 추움
2020-01-03	Friday	1	피자	2	맑음 추움
2020-01-03	Friday	1	회	3	맑음 추움
2020-01-03	Friday	2	족발/보쌈	2	맑음 추움
2020-01-03	Friday	2	치킨	9	맑음 추움
2020-01-03	Friday	2	한식	2	맑음 추움
2020-01-03	Friday	3	치킨	1	맑음 추움
2020-01-03	Friday	9	패스트푸드	1	맑음 추움
2020-01-03	Friday	9	한식	2	맑음 추움
2020-01-03	Friday	10	도시락	2	맑음 추움
2020-01-03	Friday	10	돈까스/일식	1	맑음 추움
2020-01-03	Friday	10	분식	15	맑음 추움
2020-01-03	Friday	10	아시안/양식	6	맑음 추움
2020-01-03	Friday	10	치킨	2	맑음 추움
2020-01-03	Friday	10	카페/디저트	11	맑음 추움
2020-01-03	Friday	10	패스트푸드	21	맑음 추움
2020-01-03	Friday	10	한식	6	맑음 추움
2020-01-03	Friday	11	도시락	12	맑음 추움
2020-01-03	Friday	11	돈까스/일식	9	맑음 추움
2020-01-03	Friday	11	분식	68	맑음 추움
2020-01-03	Friday	11	아시안/양식	7	맑음 추움
2020-01-03	Friday	11	야식	2	맑음 추움
2020-01-03	Friday	11	중식	6	맑음 추움
2020-01-03	Friday	11	찜탕	2	맑음 추움
2020-01-03	Friday	11	치킨	12	맑음 추움
2020-01-03	Friday	11	카페/디저트	24	맑음 추움
2020-01-03	Friday	11	패스트푸드	51	맑음 추움
2020-01-03	Friday	11	피자	12	맑음 추움
2020-01-03	Friday	11	한식	28	맑음 추움
2020-01-03	Friday	12	도시락	8	맑음 추움
